id_user,first_name,last_name,kesalahan_analogi_verbal,kesalahan_silogisme,kesalahan_analitis,kesalahan_berhitung,kesalahan_deret_angka,kesalahan_perbandingan_kuantitatif,kesalahan_soal_cerita,kesalahan_analogi_figural,kesalahan_ketidaksamaan,kesalahan_serial,kesalahan_nasionalisme,kesalahan_integritas,kesalahan_bela_negara,kesalahan_pilar_negara,kesalahan_bahasa_indonesia,skor_pelayanan_publik,skor_jejaring_kerja,skor_sosial_budaya,skor_tik,skor_profesionalisme,skor_anti_radikalisme,total_kesalahan_tiu,total_kesalahan_twk,total_skor_tkp,label_tiu,label_twk,label_tkp
540,Agus,Siregar,3,1,1,1,3,0,4,3,0,3,3,4,0,2,4,20,9,18,5,38,38,19,13,128,Sedang,Tinggi,Rendah
541,Lina,Lestari,2,2,3,3,3,4,2,3,3,2,2,2,1,5,1,18,31,28,15,24,13,27,11,129,Rendah,Tinggi,Rendah
542,Sari,Lestari,1,3,2,1,1,3,0,2,2,1,1,2,3,4,6,6,26,33,9,5,40,16,16,119,Sedang,Sedang,Rendah
543,Lina,Hidayat,0,0,3,0,0,3,0,3,4,1,0,2,3,3,3,18,1,32,21,18,36,14,11,126,Tinggi,Tinggi,Rendah
544,Putra,Hidayat,1,1,3,2,3,3,4,3,0,2,6,0,4,6,0,33,31,35,4,22,28,22,16,153,Rendah,Sedang,Rendah
545,Agus,Lestari,3,1,3,2,2,2,0,0,1,4,2,0,2,4,2,20,28,4,10,10,4,18,10,76,Sedang,Tinggi,Rendah
546,Joko,Siregar,3,1,0,0,2,2,4,2,3,3,4,3,4,3,3,35,32,30,24,10,9,20,17,140,Rendah,Sedang,Rendah
547,Rina,Hidayat,2,0,0,1,3,4,4,4,2,2,6,5,1,1,0,29,15,6,23,12,28,22,13,113,Rendah,Tinggi,Rendah
548,Lina,Hidayat,2,1,1,2,0,0,1,2,4,0,1,3,2,3,2,33,5,6,15,35,15,13,11,109,Tinggi,Tinggi,Rendah
549,Dewi,Hidayat,2,3,1,2,0,3,2,1,0,0,1,1,2,1,0,34,8,28,32,7,5,14,5,114,Tinggi,Tinggi,Rendah
550,Siti,Wibowo,3,1,0,1,3,0,0,1,1,4,6,2,2,4,3,32,30,18,8,31,32,14,17,151,Tinggi,Sedang,Rendah
551,Siti,Siregar,1,1,1,0,3,1,1,0,4,1,2,0,2,4,6,35,26,14,5,25,26,13,14,131,Tinggi,Sedang,Rendah
552,Agus,Hidayat,2,3,2,3,0,3,3,1,3,4,3,1,2,1,3,30,4,13,2,28,10,24,10,87,Rendah,Tinggi,Rendah
553,Budi,Santoso,3,2,2,1,0,2,4,2,3,1,3,4,0,4,2,24,3,20,15,9,29,20,13,100,Rendah,Tinggi,Rendah
554,Rina,Siregar,2,3,0,1,3,2,3,4,3,0,6,1,2,4,5,34,29,14,34,15,11,21,18,137,Rendah,Rendah,Rendah
555,Lina,Lestari,2,2,3,2,0,3,1,2,1,4,5,4,5,2,4,30,14,29,19,2,39,20,20,133,Rendah,Rendah,Rendah
556,Agus,Hidayat,0,3,0,1,1,4,4,3,0,2,1,4,1,2,5,13,24,3,32,30,5,18,13,107,Sedang,Tinggi,Rendah
557,Siti,Hidayat,3,0,2,0,0,4,3,2,0,4,0,2,6,3,2,4,2,11,5,14,17,18,13,53,Sedang,Tinggi,Rendah
558,Putra,Wibowo,0,3,0,0,2,2,0,1,0,2,4,5,6,1,2,2,1,5,23,10,34,10,18,75,Tinggi,Rendah,Rendah
559,Putra,Santoso,3,3,2,2,0,1,1,0,1,4,2,3,3,4,6,19,26,29,11,16,25,17,18,126,Sedang,Rendah,Rendah
560,Budi,Siregar,0,0,2,1,3,0,2,3,1,2,3,1,6,3,0,12,30,12,18,10,39,14,13,121,Tinggi,Tinggi,Rendah
561,Rina,Siregar,1,1,1,1,0,3,4,3,2,2,3,3,4,0,4,6,30,20,4,2,7,18,14,69,Sedang,Sedang,Rendah
562,Putra,Siregar,3,0,3,3,0,1,2,1,4,0,3,0,2,4,0,25,16,5,35,5,29,17,9,115,Sedang,Tinggi,Rendah
563,Lina,Santoso,3,2,0,0,0,2,2,2,2,3,4,6,0,2,2,17,1,10,8,38,6,16,14,80,Sedang,Sedang,Rendah
564,Rina,Hidayat,1,3,0,2,3,2,0,2,4,0,3,5,1,4,3,26,20,13,26,21,34,17,16,140,Sedang,Sedang,Rendah
565,Siti,Wibowo,3,1,0,0,0,0,2,3,2,4,6,0,3,4,5,20,10,32,9,40,8,15,18,119,Tinggi,Rendah,Rendah
566,Joko,Santoso,0,0,3,3,3,0,2,2,3,2,5,3,1,1,5,9,8,17,30,12,34,18,15,110,Sedang,Sedang,Rendah
567,Sari,Wibowo,1,2,0,2,1,0,1,3,3,1,1,2,3,4,1,10,29,1,15,40,4,14,11,99,Tinggi,Tinggi,Rendah
568,Joko,Hidayat,0,1,2,2,1,2,1,4,0,4,5,3,2,5,6,31,22,21,30,9,25,17,21,138,Sedang,Rendah,Rendah
569,Rina,Wibowo,0,0,3,1,0,2,1,2,4,3,3,3,5,3,3,32,13,20,25,31,27,16,17,148,Sedang,Sedang,Rendah
570,Dewi,Siregar,2,1,3,1,3,0,3,4,3,1,1,6,2,2,2,17,22,14,10,31,11,21,13,105,Rendah,Tinggi,Rendah
571,Rina,Wibowo,1,1,3,1,0,3,3,2,2,4,2,5,4,5,4,27,3,30,3,15,4,20,20,82,Rendah,Rendah,Rendah
572,Joko,Wibowo,3,3,2,2,2,3,3,1,4,2,5,2,1,2,3,21,22,28,10,12,38,25,13,131,Rendah,Tinggi,Rendah
573,Dewi,Lestari,0,0,1,0,0,3,3,1,4,3,1,1,6,3,3,25,31,4,1,32,24,15,14,117,Tinggi,Sedang,Rendah
574,Joko,Hidayat,1,2,1,3,3,3,1,2,1,2,1,6,0,5,5,24,5,19,37,2,9,19,17,96,Sedang,Sedang,Rendah
575,Sari,Wibowo,0,1,1,2,2,3,3,2,1,2,6,6,2,5,5,19,27,8,35,22,19,17,24,130,Sedang,Rendah,Rendah
576,Sari,Hidayat,3,3,2,2,2,2,0,3,2,0,0,3,6,4,0,5,24,12,35,24,2,19,13,102,Sedang,Tinggi,Rendah
577,Agus,Lestari,3,0,1,0,3,4,1,3,3,4,5,4,2,4,4,4,5,21,36,30,6,22,19,102,Rendah,Rendah,Rendah
578,Joko,Siregar,0,0,0,2,3,4,2,2,3,0,3,6,2,4,4,15,12,28,22,24,26,16,19,127,Sedang,Rendah,Rendah
579,Dewi,Wibowo,1,2,0,1,1,3,0,1,0,1,6,4,5,3,2,23,25,15,32,37,39,10,20,171,Tinggi,Rendah,Sedang
580,Agus,Hidayat,1,3,2,3,0,3,0,2,0,3,0,0,2,1,6,9,12,5,15,27,3,17,9,71,Sedang,Tinggi,Rendah
581,Hadi,Siregar,1,3,1,3,1,1,1,2,2,4,1,5,5,4,0,16,8,3,14,31,21,19,15,93,Sedang,Sedang,Rendah
582,Budi,Santoso,0,2,3,0,2,4,1,4,4,4,4,1,2,6,2,9,4,24,37,22,36,24,15,132,Rendah,Sedang,Rendah
583,Budi,Hidayat,2,1,3,0,2,3,0,2,0,1,1,5,3,6,5,17,22,10,28,1,24,14,20,102,Tinggi,Rendah,Rendah
584,Joko,Lestari,1,3,1,1,3,0,3,3,4,0,6,2,3,6,6,13,3,10,24,3,4,19,23,57,Sedang,Rendah,Rendah
585,Budi,Santoso,2,1,0,0,3,0,1,2,0,4,2,3,2,2,2,14,19,32,36,37,37,13,11,175,Tinggi,Tinggi,Sedang
586,Dewi,Santoso,3,2,0,1,3,4,4,3,0,0,3,3,6,6,6,16,4,27,17,25,13,20,24,102,Rendah,Rendah,Rendah
587,Siti,Santoso,0,0,0,2,2,0,0,0,2,0,2,1,6,5,3,1,10,24,16,4,36,6,17,91,Tinggi,Sedang,Rendah
588,Hadi,Wibowo,0,2,1,0,1,1,1,3,3,3,5,1,6,3,4,15,25,30,3,13,37,15,19,123,Tinggi,Rendah,Rendah
589,Hadi,Siregar,2,0,0,1,0,1,0,4,0,0,3,0,2,2,3,11,24,5,12,1,17,8,10,70,Tinggi,Tinggi,Rendah
590,Budi,Lestari,3,0,1,1,3,1,0,2,2,0,5,3,6,3,6,29,29,24,27,4,21,13,23,134,Tinggi,Rendah,Rendah
591,Budi,Lestari,3,0,3,0,1,1,1,2,3,0,1,0,2,6,2,20,20,1,37,23,8,14,11,109,Tinggi,Tinggi,Rendah
592,Siti,Siregar,1,2,1,3,2,4,1,3,3,3,6,3,0,4,4,15,15,2,32,1,17,23,17,82,Rendah,Sedang,Rendah
593,Agus,Santoso,3,1,2,0,2,4,0,0,3,4,2,5,4,0,2,21,30,10,11,26,13,19,13,111,Sedang,Tinggi,Rendah
594,Dewi,Santoso,2,3,3,1,1,1,2,2,1,0,5,4,4,4,2,5,15,8,26,16,26,16,19,96,Sedang,Rendah,Rendah
595,Putra,Santoso,0,3,1,2,0,3,0,0,1,0,3,6,6,1,3,10,15,35,17,31,15,10,19,123,Tinggi,Rendah,Rendah
596,Dewi,Hidayat,1,3,3,3,0,1,2,2,0,3,2,4,0,1,4,30,35,30,36,32,15,18,11,178,Sedang,Tinggi,Sedang
597,Dewi,Lestari,3,3,1,0,2,2,3,3,2,2,0,0,3,4,2,8,28,34,39,35,36,21,9,180,Rendah,Tinggi,Sedang
598,Putra,Siregar,0,3,0,1,3,3,0,4,0,4,2,5,2,4,2,30,20,14,10,11,24,18,15,109,Sedang,Sedang,Rendah
599,Rina,Siregar,2,2,0,2,1,2,2,1,4,1,4,2,1,1,0,35,22,28,4,19,35,17,8,143,Sedang,Tinggi,Rendah
600,Agus,Wibowo,3,1,2,3,0,4,4,1,0,2,0,1,1,4,5,26,5,20,39,28,21,20,11,139,Rendah,Tinggi,Rendah
601,Lina,Santoso,3,1,0,2,1,3,0,2,4,3,4,1,5,3,1,1,35,1,9,31,34,19,14,111,Sedang,Sedang,Rendah
602,Sari,Wibowo,1,1,0,0,2,3,0,0,3,0,3,0,6,4,6,33,20,24,36,19,15,10,19,147,Tinggi,Rendah,Rendah
603,Siti,Hidayat,0,2,1,3,1,3,4,3,2,4,6,5,5,0,1,34,4,19,29,32,24,23,17,142,Rendah,Sedang,Rendah
604,Agus,Hidayat,1,0,2,3,0,4,3,4,3,3,3,2,2,5,6,10,5,19,14,8,37,23,18,93,Rendah,Rendah,Rendah
605,Putra,Lestari,3,2,3,0,2,4,1,0,2,4,3,6,6,3,6,16,28,18,16,13,38,21,24,129,Rendah,Rendah,Rendah
606,Hadi,Hidayat,0,0,3,2,2,3,1,4,1,1,0,2,0,5,0,8,29,21,19,25,16,17,7,118,Sedang,Tinggi,Rendah
607,Agus,Siregar,3,0,3,2,3,3,4,0,0,2,5,4,1,2,6,15,28,3,29,32,9,20,18,116,Rendah,Rendah,Rendah
608,Budi,Wibowo,0,1,2,0,3,4,2,1,3,0,0,0,2,4,6,23,33,19,20,36,26,16,12,157,Sedang,Tinggi,Rendah
609,Budi,Lestari,3,1,0,3,3,3,0,4,1,2,1,2,1,2,3,26,24,35,21,37,36,20,9,179,Rendah,Tinggi,Sedang
610,Rina,Santoso,0,1,2,0,3,4,4,1,0,2,5,3,4,4,6,27,6,34,19,31,15,17,22,132,Sedang,Rendah,Rendah
611,Hadi,Hidayat,1,0,2,2,2,2,4,4,3,2,5,0,1,6,6,20,3,5,3,35,25,22,18,91,Rendah,Rendah,Rendah
612,Budi,Siregar,2,0,1,0,3,0,1,2,3,4,1,2,5,1,0,7,12,11,16,30,39,16,9,115,Sedang,Tinggi,Rendah
613,Agus,Santoso,3,0,2,3,1,1,3,4,0,1,0,0,2,4,2,6,1,11,4,7,14,18,8,43,Sedang,Tinggi,Rendah
614,Putra,Lestari,2,3,2,1,1,2,3,3,4,1,5,6,0,2,3,7,20,16,1,21,33,22,16,98,Rendah,Sedang,Rendah
615,Lina,Hidayat,3,2,0,3,2,0,2,1,0,2,5,6,6,2,4,24,10,16,14,20,10,15,23,94,Tinggi,Rendah,Rendah
616,Siti,Wibowo,3,3,3,0,3,1,1,4,0,4,5,0,2,0,6,6,33,3,33,7,38,22,13,120,Rendah,Tinggi,Rendah
617,Agus,Santoso,3,3,2,2,3,2,0,4,0,1,6,2,4,5,5,32,32,24,14,3,21,20,22,126,Rendah,Rendah,Rendah
618,Sari,Hidayat,0,0,1,0,1,0,0,4,2,3,1,6,4,0,1,21,5,19,16,28,16,11,12,105,Tinggi,Tinggi,Rendah
619,Dewi,Lestari,0,1,2,2,0,3,3,1,2,0,4,0,3,6,0,33,13,29,23,6,16,14,13,120,Tinggi,Tinggi,Rendah
620,Agus,Wibowo,2,2,1,3,3,3,4,3,0,4,4,4,3,5,6,9,32,35,16,28,30,25,22,150,Rendah,Rendah,Rendah
621,Hadi,Hidayat,2,3,2,1,3,1,3,3,2,1,6,1,0,3,2,7,11,31,10,24,26,21,12,109,Rendah,Tinggi,Rendah
622,Putra,Santoso,0,3,3,0,1,1,4,0,4,3,3,3,2,2,0,3,34,19,34,13,37,19,10,140,Sedang,Tinggi,Rendah
623,Lina,Hidayat,3,2,3,0,2,2,1,2,4,4,0,3,1,5,1,9,23,30,21,40,3,23,10,126,Rendah,Tinggi,Rendah
624,Budi,Lestari,2,0,1,1,1,3,4,4,1,2,2,5,4,1,1,27,8,20,38,27,30,19,13,150,Sedang,Tinggi,Rendah
625,Hadi,Santoso,3,0,0,0,1,2,2,0,1,1,4,6,3,2,6,3,33,21,32,30,7,10,21,126,Tinggi,Rendah,Rendah
626,Hadi,Lestari,3,2,0,0,3,2,3,3,0,0,0,0,1,5,2,6,23,4,39,40,11,16,8,123,Sedang,Tinggi,Rendah
627,Agus,Lestari,1,0,3,1,1,2,3,3,3,3,5,2,1,4,4,19,31,21,37,18,34,20,16,160,Rendah,Sedang,Rendah
628,Putra,Wibowo,0,1,3,0,2,4,4,4,0,3,2,4,1,2,0,28,33,25,5,26,35,21,9,152,Rendah,Tinggi,Rendah
629,Lina,Hidayat,3,2,1,2,0,1,2,0,0,4,2,4,1,0,6,3,19,31,30,1,26,15,13,110,Tinggi,Tinggi,Rendah
630,Putra,Siregar,0,0,3,2,3,0,2,3,2,2,1,6,4,3,1,12,30,31,3,22,3,17,15,101,Sedang,Sedang,Rendah
631,Budi,Wibowo,1,3,0,2,1,4,1,1,2,0,4,4,6,0,3,2,16,1,13,30,1,15,17,63,Tinggi,Sedang,Rendah
632,Budi,Hidayat,2,2,3,3,3,0,4,4,1,3,3,3,5,2,4,35,3,4,33,7,11,25,17,93,Rendah,Sedang,Rendah
633,Agus,Santoso,0,2,2,0,1,4,4,2,0,0,4,2,1,3,0,16,2,27,3,22,31,15,10,101,Tinggi,Tinggi,Rendah
634,Dewi,Lestari,1,3,0,2,2,2,1,2,4,1,3,6,5,2,1,4,28,4,35,35,39,18,17,145,Sedang,Sedang,Rendah
635,Siti,Santoso,0,1,3,2,3,3,1,4,3,1,2,5,4,6,2,17,14,11,22,7,2,21,19,73,Rendah,Rendah,Rendah
636,Budi,Hidayat,2,2,2,2,0,0,3,2,0,0,5,6,1,4,2,30,7,17,28,21,14,13,18,117,Tinggi,Rendah,Rendah
637,Joko,Lestari,1,3,3,3,1,2,3,2,2,1,6,2,2,2,3,25,26,8,14,6,38,21,15,117,Rendah,Sedang,Rendah
638,Rina,Wibowo,0,2,2,1,0,1,0,3,3,1,0,3,1,4,0,14,18,24,16,10,38,13,8,120,Tinggi,Tinggi,Rendah
639,Lina,Santoso,2,3,2,3,1,1,4,1,1,1,2,5,6,4,0,26,2,17,38,14,32,19,17,129,Sedang,Sedang,Rendah
640,Agus,Hidayat,2,3,2,2,2,0,3,0,4,1,3,0,4,3,1,23,29,14,12,24,29,19,11,131,Sedang,Tinggi,Rendah
641,Joko,Hidayat,3,3,0,1,2,2,2,1,4,2,5,2,6,4,3,8,17,1,25,12,24,20,20,87,Rendah,Rendah,Rendah
642,Putra,Lestari,3,3,0,1,1,1,2,1,3,3,0,2,6,0,1,22,10,29,17,10,25,18,9,113,Sedang,Tinggi,Rendah
643,Agus,Santoso,3,3,0,2,0,1,2,2,0,4,3,4,3,4,5,29,33,29,25,9,17,17,19,142,Sedang,Rendah,Rendah
644,Dewi,Lestari,2,1,1,0,3,4,1,2,3,3,1,6,3,4,2,16,20,11,28,3,32,20,16,110,Rendah,Sedang,Rendah
645,Siti,Lestari,3,3,1,2,3,4,3,3,1,1,4,0,5,6,3,24,34,33,17,30,36,24,18,174,Rendah,Rendah,Sedang
646,Lina,Lestari,0,3,0,0,2,0,4,4,1,2,4,6,1,1,4,14,20,5,27,8,34,16,16,108,Sedang,Sedang,Rendah
647,Agus,Siregar,0,2,3,0,1,3,1,1,3,4,1,4,5,4,1,3,35,28,36,11,9,18,15,122,Sedang,Sedang,Rendah
648,Agus,Santoso,0,2,1,0,1,4,3,0,1,3,0,3,2,5,6,3,24,15,10,33,19,15,16,104,Tinggi,Sedang,Rendah
649,Dewi,Santoso,1,0,3,3,1,0,4,3,2,0,5,1,1,3,4,21,14,7,31,9,36,17,14,118,Sedang,Sedang,Rendah
650,Rina,Siregar,3,2,1,1,0,2,1,1,3,1,5,1,5,1,2,19,2,23,30,20,24,15,14,118,Tinggi,Sedang,Rendah
651,Putra,Santoso,2,3,1,2,1,2,4,1,0,0,5,6,3,1,4,35,7,29,35,30,38,16,19,174,Sedang,Rendah,Sedang
652,Joko,Siregar,2,1,2,1,1,3,3,3,2,1,5,5,1,4,0,31,29,17,18,26,30,19,15,151,Sedang,Sedang,Rendah
653,Agus,Wibowo,2,1,2,2,1,2,0,1,3,4,3,0,5,6,3,35,4,25,23,30,8,18,17,125,Sedang,Sedang,Rendah
654,Lina,Santoso,3,3,1,2,3,2,3,0,0,1,2,6,4,5,2,15,20,31,1,3,24,18,19,94,Sedang,Rendah,Rendah
655,Hadi,Siregar,2,2,2,0,0,3,0,3,0,3,2,3,1,0,5,28,25,21,37,40,7,15,11,158,Tinggi,Tinggi,Rendah
656,Putra,Lestari,0,2,1,0,2,2,1,4,0,4,1,0,2,1,5,20,17,31,6,22,27,16,9,123,Sedang,Tinggi,Rendah
657,Hadi,Wibowo,1,1,0,2,2,1,1,0,4,1,0,4,5,5,6,30,35,5,28,33,21,13,20,152,Tinggi,Rendah,Rendah
658,Rina,Lestari,3,3,2,2,0,0,0,4,2,3,1,2,6,2,1,28,12,27,29,18,18,19,12,132,Sedang,Tinggi,Rendah
659,Joko,Siregar,2,1,2,3,2,4,3,0,0,1,4,6,2,3,4,15,5,13,25,28,40,18,19,126,Sedang,Rendah,Rendah
660,Joko,Hidayat,3,3,1,3,0,0,3,4,3,1,4,5,3,4,2,3,29,9,22,17,7,21,18,87,Rendah,Rendah,Rendah
661,Joko,Santoso,3,3,3,1,0,3,1,1,0,0,2,5,6,6,1,21,35,27,15,39,10,15,20,147,Tinggi,Rendah,Rendah
662,Siti,Siregar,2,2,0,2,0,4,4,0,0,4,1,2,6,3,4,7,20,32,13,7,38,18,16,117,Sedang,Sedang,Rendah
663,Rina,Hidayat,1,3,3,0,0,1,3,4,1,0,6,3,5,6,0,12,15,4,20,40,37,16,20,128,Sedang,Rendah,Rendah
664,Dewi,Wibowo,0,0,0,3,1,1,1,2,4,1,5,3,0,1,1,6,27,25,22,2,29,13,10,111,Tinggi,Tinggi,Rendah
665,Joko,Santoso,0,0,1,1,1,2,1,4,2,1,3,5,2,2,6,1,19,9,24,33,24,13,18,110,Tinggi,Rendah,Rendah
666,Budi,Hidayat,3,3,2,3,1,1,2,4,0,3,4,4,6,1,0,20,35,35,3,3,18,22,15,114,Rendah,Sedang,Rendah
667,Dewi,Santoso,1,0,0,2,1,3,0,3,2,1,3,1,0,2,5,26,30,4,10,33,6,13,11,109,Tinggi,Tinggi,Rendah
668,Hadi,Lestari,0,0,2,0,3,3,4,1,4,1,1,5,1,4,2,22,21,1,16,18,3,18,13,81,Sedang,Tinggi,Rendah
669,Sari,Wibowo,2,1,2,1,0,3,2,1,2,0,5,5,6,6,1,34,16,9,5,19,29,14,23,112,Tinggi,Rendah,Rendah
670,Lina,Santoso,3,1,1,2,3,3,2,1,2,2,4,0,1,1,5,28,30,15,38,24,13,20,11,148,Rendah,Tinggi,Rendah
671,Joko,Siregar,0,2,2,1,0,2,0,4,2,2,1,5,4,2,3,28,4,12,28,11,20,15,15,103,Tinggi,Sedang,Rendah
672,Siti,Santoso,1,2,3,0,1,1,1,1,0,1,0,5,4,3,6,35,18,33,8,4,30,11,18,128,Tinggi,Rendah,Rendah
673,Dewi,Siregar,1,0,1,3,0,0,0,2,2,0,5,6,2,0,2,19,22,11,23,8,3,9,15,86,Tinggi,Sedang,Rendah
674,Siti,Lestari,1,2,0,1,0,3,3,4,1,0,2,2,4,3,6,2,20,8,21,34,15,15,17,100,Tinggi,Sedang,Rendah
675,Rina,Siregar,0,1,2,2,3,4,3,1,2,2,0,4,6,0,4,16,32,15,24,13,14,20,14,114,Rendah,Sedang,Rendah
676,Hadi,Siregar,2,3,2,1,0,0,4,4,0,1,0,5,6,2,4,25,2,32,14,35,27,17,17,135,Sedang,Sedang,Rendah
677,Dewi,Lestari,0,0,3,3,1,3,4,2,1,0,5,1,6,0,6,28,8,12,32,12,35,17,18,127,Sedang,Rendah,Rendah
678,Hadi,Siregar,0,1,2,2,2,1,2,4,4,3,2,0,0,5,2,15,4,21,31,18,26,21,9,115,Rendah,Tinggi,Rendah
679,Rina,Santoso,3,0,2,2,2,1,3,4,1,4,6,2,1,3,1,13,21,24,40,27,17,22,13,142,Rendah,Tinggi,Rendah
680,Siti,Lestari,2,3,0,3,2,0,2,2,2,1,0,2,0,0,6,8,13,10,39,35,16,17,8,121,Sedang,Tinggi,Rendah
681,Agus,Wibowo,2,1,0,0,0,0,1,2,1,4,1,1,6,4,5,1,30,22,14,12,5,11,17,84,Tinggi,Sedang,Rendah
682,Agus,Santoso,2,2,3,0,0,1,0,3,2,0,6,5,3,0,2,34,7,7,11,10,23,13,16,92,Tinggi,Sedang,Rendah
683,Lina,Santoso,1,3,1,1,0,1,3,3,1,1,4,4,4,2,5,4,22,1,17,30,20,15,19,94,Tinggi,Rendah,Rendah
684,Siti,Wibowo,1,1,3,0,1,4,4,3,2,0,5,2,4,2,4,18,19,21,5,1,26,19,17,90,Sedang,Sedang,Rendah
685,Hadi,Lestari,3,3,0,0,3,3,1,1,0,1,3,6,0,1,1,14,6,32,39,10,35,15,11,136,Tinggi,Tinggi,Rendah
686,Budi,Santoso,3,0,3,0,3,4,2,3,0,1,2,1,2,1,5,6,34,35,34,12,26,19,11,147,Sedang,Tinggi,Rendah
687,Putra,Lestari,2,0,3,1,2,1,4,2,2,1,0,0,3,0,6,9,5,9,2,35,34,18,9,94,Sedang,Tinggi,Rendah
688,Siti,Santoso,1,1,0,0,1,0,1,2,4,1,2,3,6,0,3,34,14,6,18,2,10,11,14,84,Tinggi,Sedang,Rendah
689,Sari,Santoso,0,0,1,0,0,0,0,4,2,4,1,5,1,5,3,30,27,12,12,16,3,11,15,100,Tinggi,Sedang,Rendah
690,Dewi,Wibowo,3,3,2,3,2,3,0,4,1,1,3,0,5,4,6,17,1,22,14,37,10,22,18,101,Rendah,Rendah,Rendah
691,Putra,Siregar,2,0,2,3,2,1,2,3,4,1,1,1,4,0,0,21,27,22,3,28,34,20,6,135,Rendah,Tinggi,Rendah
692,Hadi,Santoso,1,3,1,1,1,3,0,2,3,3,2,6,5,2,4,21,16,18,31,1,33,18,19,120,Sedang,Rendah,Rendah
693,Siti,Hidayat,2,0,0,2,3,1,3,4,1,1,4,4,6,1,4,18,34,5,34,34,25,17,19,150,Sedang,Rendah,Rendah
694,Hadi,Hidayat,3,3,0,1,0,0,1,0,2,0,6,2,5,5,0,29,20,4,36,31,35,10,18,155,Tinggi,Rendah,Rendah
695,Siti,Hidayat,0,2,3,1,1,2,1,0,2,2,5,6,3,4,6,30,29,16,10,17,23,14,24,125,Tinggi,Rendah,Rendah
696,Agus,Wibowo,0,3,3,1,0,4,2,1,1,4,0,1,6,6,3,30,15,4,25,2,17,19,16,93,Sedang,Sedang,Rendah
697,Agus,Siregar,3,3,0,3,0,3,4,0,0,3,2,4,6,4,1,5,21,10,15,19,32,19,17,102,Sedang,Sedang,Rendah
698,Agus,Siregar,0,0,2,1,1,1,1,4,0,4,3,4,3,0,2,10,34,25,11,21,28,14,12,129,Tinggi,Tinggi,Rendah
699,Hadi,Lestari,2,0,1,1,0,4,1,4,4,2,2,0,4,3,0,12,15,25,29,38,16,19,9,135,Sedang,Tinggi,Rendah
700,Budi,Siregar,3,1,3,0,0,2,3,2,2,2,5,1,0,0,3,2,4,16,18,5,29,18,9,74,Sedang,Tinggi,Rendah
701,Rina,Hidayat,3,0,2,3,0,1,2,3,0,2,4,3,5,1,4,32,27,32,4,22,27,16,17,144,Sedang,Sedang,Rendah
702,Siti,Lestari,0,0,1,0,2,0,3,2,1,3,3,5,3,1,6,19,17,4,15,26,37,12,18,118,Tinggi,Rendah,Rendah
703,Budi,Santoso,0,1,2,3,1,2,0,2,3,0,5,6,0,1,3,17,16,23,27,18,17,14,15,118,Tinggi,Sedang,Rendah
704,Dewi,Hidayat,2,3,1,2,1,2,4,2,3,1,5,3,6,6,0,23,8,28,9,27,18,21,20,113,Rendah,Rendah,Rendah
705,Rina,Wibowo,0,1,1,0,3,1,0,2,2,2,1,5,6,6,5,9,23,15,10,8,27,12,23,92,Tinggi,Rendah,Rendah
706,Dewi,Santoso,2,0,0,3,0,4,2,3,0,3,1,5,0,5,0,15,25,13,18,7,19,17,11,97,Sedang,Tinggi,Rendah
707,Siti,Wibowo,3,0,1,0,2,0,4,1,1,3,0,3,2,2,5,8,8,19,38,17,9,15,12,99,Tinggi,Tinggi,Rendah
708,Dewi,Hidayat,2,2,3,2,0,0,1,4,0,0,3,0,5,6,5,33,21,35,21,33,7,14,19,150,Tinggi,Rendah,Rendah
709,Putra,Siregar,2,3,2,3,0,1,4,4,3,4,4,3,6,4,0,27,16,16,3,20,18,26,17,100,Rendah,Sedang,Rendah
710,Agus,Hidayat,0,1,2,1,2,3,2,4,4,0,1,2,6,3,1,8,3,18,12,38,34,19,13,113,Sedang,Tinggi,Rendah
711,Sari,Siregar,0,3,3,0,0,0,2,1,0,4,2,4,3,2,5,6,8,28,22,7,6,13,16,77,Tinggi,Sedang,Rendah
712,Dewi,Hidayat,3,3,3,2,2,2,3,1,1,0,2,0,2,2,0,19,8,25,13,9,29,20,6,103,Rendah,Tinggi,Rendah
713,Agus,Santoso,2,3,0,3,3,2,2,0,0,1,3,1,3,1,6,24,31,6,12,8,3,16,14,84,Sedang,Sedang,Rendah
714,Budi,Lestari,1,3,0,1,2,0,1,2,4,3,1,6,0,1,4,19,14,20,17,31,11,17,12,112,Sedang,Tinggi,Rendah
715,Siti,Wibowo,0,1,1,1,1,4,4,1,2,3,3,0,2,3,4,17,12,17,9,5,22,18,12,82,Sedang,Tinggi,Rendah
716,Joko,Hidayat,2,2,0,3,3,3,1,0,3,2,6,5,3,5,1,26,18,10,1,2,25,19,20,82,Sedang,Rendah,Rendah
717,Putra,Hidayat,3,3,3,2,2,0,1,3,3,2,6,6,0,5,6,22,22,31,6,32,35,22,23,148,Rendah,Rendah,Rendah
718,Putra,Santoso,3,1,1,0,3,2,0,0,1,0,0,1,3,2,1,12,9,10,16,29,35,11,7,111,Tinggi,Tinggi,Rendah
719,Hadi,Wibowo,3,1,1,1,3,4,3,0,1,4,0,0,2,5,2,27,25,3,11,13,14,21,9,93,Rendah,Tinggi,Rendah
720,Putra,Lestari,2,0,0,3,2,3,1,2,2,2,0,3,1,0,4,26,18,7,31,18,10,17,8,110,Sedang,Tinggi,Rendah
